-0.056522865	-0.0007785905	0.032584596	0.037206065	-0.0359506	0.015937949	-0.03548996	-0.02738391	-0.06317656	0.021978365	-0.020884925	0.0153929945	-0.022686383	-0.0025257072	-0.002385715	0.020748828
-0.016430221	0.016646678	-0.027686786	0.02590904	0.03350866	0.026057387	-0.029615426	-0.040125504	-0.04029969	-0.0008073977	0.006855893	0.04329625	-0.064681545	0.05888563	0.004418255	-0.03640985
0.01667162	0.042700946	0.019559069	-0.008596426	0.013422863	-0.0047165705	-0.020331101	0.03161249	0.025092594	0.030897431	-0.002003142	0.06228395	-0.058041904	0.060957853	0.00964258	-0.0012088772
0.010178334	0.008937152	0.029692916	0.047883578	0.020031476	0.053324077	0.031848885	0.030974269	-0.059617862	0.0028761723	0.049826313	-0.017804734	-0.03272948	-0.00997551	0.05806777	-0.008229357
-0.059074808	-0.03786813	-0.032933123	0.01971235	0.05525972	0.041567788	-0.04669079	0.012232976	-0.01238168	0.045289706	-0.019984748	0.05314081	0.019536927	-0.030886805	0.0058211256	-0.044385217
0.02916615	-0.03280031	-0.046864673	0.029217755	0.045798916	-0.014824797	-0.012911066	-0.0414951	0.015602604	0.061052315	0.008713722	-0.030127592	-0.04724642	-0.019473694	0.05470528	-0.023196999
-0.023701712	-0.0020746323	0.0015578899	0.010932572	0.051759936	-0.023541499	-0.005352854	-0.055187438	-0.0075396644	-0.0006695379	-0.0010089905	0.028831573	0.011702956	0.0034262743	0.05239952	0.0027222093
-0.007678317	0.012586417	0.014031283	-0.023861993	-0.023687504	-0.0017287616	0.012933647	-0.032278318	0.034400113	0.020553377	-0.028134987	-0.010673982	-0.042877983	0.03860181	0.062298678	-0.022875147
-0.042387433	0.02504397	0.028504742	-0.011664674	-0.062105052	0.01199494	-0.03424015	0.014477245	-0.026305532	3.481633e-06	-0.0030265395	-0.029271752	-0.048084464	-0.018326027	0.005512751	-0.061596353
-0.010816925	-0.041062303	0.031217152	0.06350081	0.020340824	0.04657656	-0.044879906	-0.020502863	0.0025341536	0.03776794	0.047297385	-0.02098585	0.00014325022	0.06299787	0.03214344	-0.01624115
-0.027635494	-0.009784358	-0.061833598	-7.155584e-05	-0.00059119554	0.0599319	-0.030280063	-0.02225044	0.017156115	-0.022620298	-0.01595066	0.057313208	-0.026344432	0.01688876	0.047398895	0.015267965
-0.058756158	-0.024167135	-0.03553985	-0.019523596	-0.025144398	0.06239303	0.016253784	0.030678166	-0.034769874	0.042066734	-0.018068114	-0.0072404025	-0.04860492	-0.020127945	-0.03592669	0.0021432294
0.027752731	-0.037588358	-0.014062632	0.037929866	0.019554172	-0.027599348	-0.03063476	0.026198056	-0.014900614	-0.018044114	0.036054317	0.039049808	0.010398231	0.018451665	-0.009397961	-0.03422667
